Kolkata,342,57.0
South 24 Parganas,343,6609.0
Murshidabad,333,6761.0
Maldah,332,4260.0
Dakshin Dinajpur,331,2799.0
Purba Medinipur,345,4933.0
Ganjam,388,10386.0
Puri,387,4365.0
Khordha,386,3284.0
Nayagarh,385,4802.0
Cuttack,381,4802.0
Dhenkanal,383,5452.0
Anugul,384,7851.0
Jajapur,382,3525.0
Kendujhar,375,10039.0
Kendrapara,379,3087.0
Jagatsinghapur,380,2162.0
Baleshwar,377,4816.0
Bhadrak,378,3099.0
Mayurbhanj,376,13060.0
Debagarh,373,3489.0
Sambalpur,372,8379.0
Jharsuguda,371,2592.0
Bargarh,370,7251.0
Subarnapur,392,2947.0
Balangir,393,8097.0
Bauda,391,3880.0
Kandhamal,390,9971.0
Gajapati,389,4932.0
Rayagada,396,9044.0
Kalahandi,395,9760.0
Nuapada,394,4812.0
Raipur,410,15567.0
Nabarangapur,397,6553.0
Mahasamund,411,5919.0
Janjgir-champa,405,4852.0
Durg,409,10682.0
Dhamtari,412,5048.0
Rajnandgaon,408,10055.0
Gondiya,507,6689.0
Nagpur,505,11825.0
Bhandara,506,4663.0
Garhchiroli,508,17586.0
Uttar Bastar Kanker,413,8457.0
Chandrapur,509,13484.0
Adilabad,532,18454.0
Narayanpur,415,5297.0
Bijapur,417,10797.0
Bastar,414,12758.0
Koraput,398,10611.0
Dakshin Bastar Dantewada,416,10716.0
Malkangiri,399,7047.0
Visakhapatnam,544,12995.0
East Godavari,545,12676.0
Khammam,541,19330.0
Warangal,540,15602.0
Karimnagar,534,13718.0
Krishna,547,10274.0
Nalgonda,539,17179.0
Guntur,548,13759.0
Prakasam,549,21340.0
West Godavari,546,9423.0
Yanam,634,45.0
Vizianagaram,543,6558.0
Srikakulam,542,7109.0
Sri Potti Sriramulu Nellore,550,15538.0
Y.s.r.,551,17832.0
Chittoor,554,16612.0
Thiruvallur,602,3802.0
Kancheepuram,604,5378.0
Chennai,603,77.0
Vellore,605,6237.0
Tiruvannamalai,606,6850.0
Viluppuram,607,8216.0
Puducherry,635,342.0
Cuddalore,617,3977.0
Nagappattinam,618,2947.0
Ariyalur,616,2110.0
Thanjavur,620,4038.0
Karaikal,637,183.0
Thiruvarur,619,2705.0
Virudunagar,625,5090.0
Pudukkottai,621,5515.0
Ramanathapuram,626,4676.0
Sivaganga,622,5020.0
Tiruchirappalli,614,5041.0
Madurai,623,3994.0
Dindigul,612,6241.0
Thoothukkudi,627,5431.0
Tirunelveli,628,7461.0
Kollam,600,1270.0
Thiruvananthapuram,601,732.0
Kanniyakumari,629,1206.0
Alappuzha,598,1338.0
Pathanamthitta,599,1459.0
Kottayam,597,654.0
Idukki,596,2892.0
Theni,624,2855.0
