Sagar,427,12249.0,535.0,74.0,38.0,21.0,20.0,16.0,14.0
Damoh,428,9090.0,202.0,33.0,12.0,11.0,11.0,8.0,7.0
Raisen,446,10009.0,373.0,49.0,15.0,14.0,5.0,8.0,3.0
Vidisha,443,9074.0,135.0,41.0,21.0,11.0,8.0,6.0,1.0
Ashoknagar,459,5891.0,119.0,32.0,12.0,6.0,1.0,0,0
Bhopal,444,2479.0,484.0,108.0,55.0,49.0,35.0,46.0,142.0
Harda,448,3964.0,162.0,14.0,9.0,8.0,4.0,0,0
Hoshangabad,449,7532.0,562.0,99.0,36.0,24.0,15.0,12.0,1.0
Betul,447,12146.0,190.0,53.0,19.0,15.0,7.0,6.0,0
Chhindwara,455,13765.0,568.0,110.0,47.0,22.0,9.0,6.0,4.0
Narsimhapur,452,5339.0,923.0,72.0,31.0,10.0,8.0,2.0,0
Jabalpur,451,5072.0,876.0,149.0,61.0,32.0,32.0,35.0,71.0
Seoni,456,10768.0,126.0,13.0,11.0,10.0,6.0,3.0,0
Mandla,454,9313.0,108.0,23.0,9.0,8.0,4.0,0,0
Balaghat,457,11249.0,226.0,35.0,10.0,10.0,5.0,2.0,0
Dindori,453,7202.0,20.0,0,0,0,0,0,0
Katni,450,6041.0,260.0,42.0,32.0,21.0,13.0,16.0,15.0
Umaria,431,5621.0,134.0,54.0,3.0,0.0,0,0,0
Panna,426,8922.0,86.0,11.0,9.0,8.0,4.0,1.0,0
Satna,429,8903.0,471.0,93.0,36.0,17.0,13.0,15.0,16.0
Banda,170,5716.0,80.0,28.0,12.0,8.0,3.0,6.0,1.0
Chitrakoot,171,3863.0,82.0,14.0,8.0,4.0,0,0,0
Shahdol,460,7000.0,133.0,31.0,30.0,20.0,16.0,10.0,0
Sidhi,462,5998.0,55.0,15.0,9.0,6.0,0,0,0
Rewa,430,7714.0,239.0,53.0,21.0,18.0,12.0,10.0,9.0
Kaushambi,174,2424.0,117.0,21.0,11.0,12.0,10.0,8.0,4.0
Allahabad,175,5834.0,563.0,93.0,56.0,36.0,37.0,33.0,43.0
Sant Ravi Das Nagar(bhadohi),198,1013.0,227.0,34.0,13.0,11.0,4.0,0,0
Mirzapur,199,5445.0,268.0,49.0,14.0,12.0,6.0,11.0,3.0
Singrauli,463,6946.0,144.0,59.0,46.0,50.0,34.0,30.0,50.0
Koriya,400,8085.0,136.0,59.0,18.0,15.0,10.0,1.0,0
Anuppur,461,4344.0,240.0,125.0,25.0,11.0,0.0,0,0
Kabeerdham,407,5281.0,31.0,4.0,0,0,0,0,0
Bilaspur,406,10026.0,334.0,45.0,22.0,17.0,13.0,14.0,11.0
Korba,404,7616.0,233.0,107.0,79.0,59.0,50.0,38.0,29.0
Surguja,401,19700.0,173.0,45.0,24.0,10.0,9.0,6.0,0
Sonbhadra,200,8017.0,222.0,110.0,58.0,37.0,41.0,32.0,41.0
Garhwa,346,5214.0,30.0,0,0,0,0,0,0
Jashpur,402,7299.0,48.0,2.0,0,0,0,0,0
Raigarh,403,8551.0,168.0,46.0,21.0,12.0,6.0,9.0,1.0
