Kangra,24,4657.0,2538.0,468.0,115.0,50.0,25.0,8.0,3.0,2.0,1.0,0.0,0,0,0,0,0
Kullu,26,6858.0,499.0,121.0,53.0,29.0,6.0,0,0,0,0,0,0,0,0,0,0
Kinnaur,34,8650.0,163.0,32.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
Mandi,27,3938.0,1176.0,190.0,48.0,26.0,21.0,10.0,5.0,0,0,0,0,0,0,0,0
Hamirpur,28,184.0,1196.0,127.0,19.0,10.0,3.0,0,0,0,0,0,0,0,0,0,0
Solan,31,382.0,1627.0,351.0,149.0,72.0,24.0,18.0,15.0,14.0,6.0,7.0,2.0,1.0,0,0,0
Bilaspur,30,130.0,1167.0,212.0,48.0,18.0,11.0,8.0,1.0,0,0,0,0,0,0,0,0
Una,29,569.0,1115.0,306.0,49.0,22.0,20.0,11.0,10.0,3.0,2.0,0.0,0.0,0,0,0,0
Rupnagar,51,106.0,681.0,756.0,140.0,50.0,45.0,22.0,24.0,21.0,12.0,12.0,6.0,6.0,3.0,0,0
Shahid Bhagat Singh Nagar,39,41.0,551.0,933.0,132.0,56.0,23.0,12.0,7.0,6.0,5.0,3.0,0.0,0.0,0,0,0
Shimla,33,5500.0,1261.0,138.0,39.0,13.0,18.0,5.0,7.0,5.0,5.0,3.0,4.0,4.0,0,0,0
Sirmaur,32,2812.0,738.0,167.0,47.0,19.0,16.0,12.0,2.0,0,0,0,0,0,0,0,0
Uttarkashi,56,10679.0,243.0,23.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0
Chamoli,57,10200.0,360.0,36.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0
Tehri Garhwal,59,3824.0,1115.0,122.0,73.0,32.0,20.0,13.0,9.0,4.0,7.0,8.0,5.0,0.0,0,0,0
Rudraprayag,58,2286.0,201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dehradun,60,2429.0,796.0,419.0,127.0,88.0,57.0,39.0,38.0,31.0,19.0,23.0,21.0,13.0,13.0,19.0,22.0
Garhwal,61,5715.0,1336.0,157.0,58.0,31.0,21.0,7.0,10.0,6.0,2.0,0.0,1.0,0.0,0,0,0
Saharanpur,132,1662.0,2843.0,273.0,77.0,29.0,20.0,13.0,17.0,10.0,13.0,10.0,9.0,9.0,7.0,9.0,12.0
Hardwar,68,1937.0,850.0,162.0,55.0,35.0,30.0,18.0,22.0,12.0,15.0,18.0,14.0,20.0,16.0,8.0,0
Muzaffarnagar,133,716.0,4080.0,334.0,88.0,58.0,33.0,25.0,17.0,24.0,7.0,6.0,9.0,5.0,8.0,10.0,8.0
Bijnor,134,2807.0,2543.0,268.0,75.0,33.0,22.0,10.0,13.0,5.0,3.0,0,0,0,0,0,0
Almora,64,3276.0,788.0,65.0,19.0,9.0,6.0,4.0,0,0,0,0,0,0,0,0,0
Nainital,66,4044.0,1010.0,254.0,90.0,52.0,28.0,23.0,3.0,10.0,2.0,7.0,4.0,6.0,4.0,0,0
Udham Singh Nagar,67,638.0,1403.0,1008.0,277.0,125.0,72.0,52.0,35.0,15.0,13.0,7.0,9.0,7.0,10.0,1.0,0
Rampur,136,1509.0,1685.0,113.0,23.0,14.0,15.0,10.0,5.0,5.0,12.0,2.0,6.0,7.0,6.0,9.0,3.0
Moradabad,135,1657.0,2476.0,294.0,119.0,75.0,46.0,19.0,22.0,20.0,15.0,13.0,8.0,15.0,9.0,15.0,21.0
Bareilly,150,2482.0,1984.0,222.0,88.0,56.0,31.0,23.0,21.0,15.0,20.0,14.0,7.0,11.0,15.0,15.0,17.0
Budaun,149,5387.0,1139.0,73.0,35.0,19.0,11.0,12.0,12.0,7.0,10.0,7.0,3.0,0,0,0,0
Jyotiba Phule Nagar,137,1099.0,1741.0,101.0,27.0,16.0,14.0,11.0,10.0,4.0,3.0,0,0,0,0,0,0
Bulandshahr,142,956.0,3245.0,254.0,84.0,46.0,26.0,25.0,17.0,18.0,11.0,9.0,11.0,5.0,5.0,6.0,0
Ghaziabad,140,21.0,1353.0,481.0,192.0,121.0,72.0,66.0,37.0,35.0,26.0,37.0,24.0,27.0,30.0,25.0,80.0
Meerut,138,518.0,2052.0,385.0,146.0,71.0,47.0,38.0,22.0,23.0,23.0,19.0,16.0,22.0,17.0,24.0,62.0
Baghpat,139,263.0,1295.0,105.0,47.0,19.0,13.0,11.0,7.0,6.0,2.0,2.0,0,0,0,0,0
Sonipat,76,0,1212.0,701.0,355.0,174.0,136.0,84.0,78.0,38.0,24.0,18.0,16.0,14.0,12.0,10.0,6.0
North West,90,0,0,3.0,6.0,10.0,31.0,39.0,48.0,32.0,46.0,38.0,54.0,37.0,39.0,46.0,160.0
Gautam Buddha Nagar,141,8.0,953.0,244.0,110.0,96.0,61.0,44.0,38.0,27.0,27.0,24.0,36.0,30.0,29.0,38.0,101.0
Aligarh,143,1735.0,2805.0,163.0,55.0,33.0,22.0,18.0,14.0,9.0,10.0,6.0,12.0,9.0,9.0,13.0,30.0
Faridabad,88,0,122.0,308.0,152.0,109.0,61.0,51.0,34.0,29.0,23.0,22.0,16.0,22.0,22.0,25.0,118.0
Palwal,89,0,825.0,671.0,126.0,37.0,21.0,13.0,10.0,13.0,10.0,5.0,5.0,7.0,3.0,5.0,0
Mewat,87,56.0,1342.0,338.0,112.0,49.0,17.0,10.0,6.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0
Gurgaon,86,0,118.0,461.0,352.0,186.0,108.0,67.0,50.0,35.0,36.0,32.0,23.0,20.0,17.0,23.0,110.0
South,98,0,0,0.0,2.0,9.0,12.0,11.0,11.0,3.0,15.0,7.0,9.0,17.0,13.0,23.0,204.0
New Delhi,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0
South West,97,0,0,2.0,10.0,28.0,34.0,47.0,21.0,24.0,25.0,15.0,11.0,26.0,25.0,23.0,286.0
Central,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0
East,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0
North East,92,0,0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,64.0
North,91,0,0,0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,1.0,6.0,8.0,67.0
West,96,0,0,0,0,0,0,0,0,0,8.0,6.0,6.0,9.0,5.0,6.0,122.0
Jhajjar,83,0,1401.0,826.0,188.0,54.0,25.0,14.0,14.0,3.0,12.0,12.0,3.0,6.0,7.0,8.0,0
Alwar,104,1782.0,7836.0,695.0,229.0,127.0,66.0,45.0,38.0,26.0,19.0,13.0,6.0,15.0,8.0,13.0,16.0
Rewari,85,0.0,446.0,1040.0,232.0,67.0,41.0,23.0,31.0,19.0,25.0,17.0,15.0,6.0,5.0,7.0,1.0
Rohtak,82,0,1270.0,691.0,137.0,56.0,31.0,21.0,13.0,6.0,9.0,5.0,9.0,8.0,8.0,15.0,13.0
Bhiwani,81,27.0,4283.0,1368.0,246.0,88.0,36.0,22.0,9.0,13.0,11.0,13.0,6.0,5.0,10.0,9.0,3.0
Jind,77,7.0,1873.0,1281.0,231.0,70.0,40.0,32.0,16.0,20.0,12.0,13.0,8.0,11.0,4.0,7.0,1.0
Panipat,75,1.0,182.0,619.0,366.0,118.0,95.0,54.0,33.0,30.0,20.0,15.0,23.0,12.0,17.0,18.0,35.0
Karnal,74,0.0,464.0,1463.0,827.0,282.0,173.0,118.0,61.0,34.0,31.0,25.0,19.0,11.0,13.0,12.0,11.0
Kaithal,73,0,814.0,1630.0,381.0,108.0,51.0,27.0,18.0,15.0,18.0,7.0,5.0,3.0,5.0,3.0,6.0
Kurukshetra,72,0,21.0,809.0,783.0,193.0,95.0,46.0,48.0,26.0,18.0,27.0,14.0,15.0,12.0,6.0,2.0
Patiala,48,0,194.0,2813.0,823.0,201.0,101.0,65.0,66.0,51.0,31.0,20.0,33.0,15.0,26.0,16.0,39.0
Ambala,70,0.0,134.0,957.0,579.0,109.0,66.0,32.0,23.0,14.0,15.0,17.0,15.0,16.0,20.0,25.0,21.0
Yamunanagar,71,168.0,598.0,882.0,388.0,133.0,36.0,23.0,9.0,15.0,14.0,9.0,9.0,11.0,15.0,13.0,21.0
Panchkula,69,297.0,313.0,282.0,63.0,60.0,30.0,28.0,16.0,8.0,7.0,5.0,4.0,7.0,6.0,8.0,17.0
Sahibzada Ajit Singh Nagar,52,41.0,118.0,551.0,282.0,148.0,89.0,73.0,39.0,46.0,35.0,18.0,16.0,8.0,10.0,9.0,21.0
Chandigarh,55,0,0,0,0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,4.0,8.0,8.0,14.0,115.0
Fatehgarh Sahib,40,0,39.0,1145.0,143.0,79.0,45.0,29.0,13.0,17.0,9.0,10.0,8.0,1.0,5.0,5.0,0
Ludhiana,41,0,360.0,2303.0,993.0,381.0,179.0,122.0,75.0,61.0,45.0,40.0,36.0,36.0,38.0,35.0,162.0
Sangrur,53,0,1190.0,2697.0,516.0,159.0,86.0,46.0,39.0,24.0,25.0,18.0,18.0,16.0,12.0,10.0,1.0
Barnala,54,0,698.0,1002.0,142.0,55.0,45.0,14.0,15.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,0
Moga,42,0,212.0,2049.0,629.0,134.0,51.0,39.0,17.0,14.0,5.0,6.0,8.0,1.0,10.0,3.0,5.0
Bathinda,46,2.0,2090.0,1708.0,359.0,122.0,83.0,46.0,21.0,19.0,22.0,12.0,12.0,10.0,10.0,9.0,19.0
Faridkot,45,0,463.0,1158.0,173.0,43.0,23.0,24.0,16.0,17.0,9.0,7.0,12.0,6.0,10.0,4.0,0
Mansa,47,0,2219.0,563.0,66.0,51.0,28.0,12.0,8.0,10.0,5.0,3.0,5.0,3.0,1.0,0,0
Fatehabad,78,0,1104.0,1658.0,231.0,79.0,43.0,29.0,18.0,10.0,15.0,8.0,8.0,8.0,8.0,3.0,0
Sirsa,79,100.0,3809.0,1310.0,224.0,70.0,43.0,24.0,22.0,20.0,13.0,10.0,7.0,11.0,6.0,7.0,9.0
Hisar,80,27.0,3611.0,1298.0,264.0,116.0,66.0,36.0,37.0,37.0,17.0,29.0,18.0,13.0,12.0,11.0,20.0
Mahendragarh,84,0.0,1381.0,948.0,97.0,51.0,19.0,19.0,8.0,10.0,5.0,5.0,3.0,3.0,3.0,1.0,0
Jhunjhunun,103,209.0,6368.0,689.0,222.0,111.0,72.0,43.0,26.0,25.0,20.0,14.0,17.0,4.0,5.0,4.0,0
Churu,102,8482.0,9216.0,302.0,118.0,82.0,49.0,35.0,25.0,28.0,20.0,15.0,16.0,13.0,15.0,1.0,0
Sikar,111,588.0,8134.0,902.0,180.0,98.0,53.0,48.0,33.0,13.0,10.0,17.0,13.0,12.0,10.0,10.0,11.0
Hanumangarh,100,4504.0,7412.0,850.0,180.0,106.0,64.0,42.0,31.0,25.0,21.0,12.0,9.0,12.0,7.0,2.0,0
Bikaner,101,32378.0,6759.0,350.0,128.0,92.0,56.0,46.0,23.0,21.0,19.0,20.0,9.0,14.0,14.0,15.0,50.0
Ganganagar,99,3013.0,9762.0,868.0,221.0,128.0,76.0,62.0,45.0,31.0,21.0,16.0,14.0,11.0,12.0,4.0,12.0
Muktsar,44,0,1130.0,1935.0,225.0,51.0,36.0,29.0,23.0,15.0,18.0,14.0,12.0,10.0,12.0,4.0,1.0
Firozpur,43,2.0,2045.0,3700.0,709.0,202.0,102.0,64.0,38.0,39.0,31.0,27.0,23.0,21.0,12.0,15.0,16.0
Amritsar,49,0,100.0,1169.0,1290.0,512.0,190.0,92.0,51.0,31.0,31.0,19.0,18.0,24.0,17.0,31.0,69.0
Gurdaspur,35,265.0,754.0,2107.0,1189.0,343.0,82.0,60.0,45.0,33.0,18.0,19.0,17.0,11.0,17.0,10.0,4.0
Tarn Taran,50,0,188.0,1204.0,1357.0,343.0,82.0,29.0,17.0,12.0,12.0,6.0,6.0,3.0,6.0,1.0,0
Kapurthala,36,11.0,757.0,974.0,259.0,108.0,56.0,23.0,15.0,11.0,10.0,11.0,11.0,4.0,8.0,6.0,4.0
